image_a,image_b,label,identity_a,identity_b,pair_type,cosine_similarity
D:\biztech\preprocessed_images\person_225\img_01.jpg,D:\biztech\preprocessed_images\person_225\img_04.jpg,1,person_225,person_225,positive,0.843862
D:\biztech\preprocessed_images\person_270\img_02.jpg,D:\biztech\preprocessed_images\person_270\img_06.jpg,1,person_270,person_270,positive,0.584557
D:\biztech\preprocessed_images\person_147\img_03.jpg,D:\biztech\preprocessed_images\person_406\img_03.jpg,0,person_147,person_406,negative,0.107667
D:\biztech\preprocessed_images\person_218\img_02.jpg,D:\biztech\preprocessed_images\person_218\img_03.jpg,1,person_218,person_218,positive,0.866906
D:\biztech\preprocessed_images\person_090\img_10.jpg,D:\biztech\preprocessed_images\person_090\img_11.jpg,1,person_090,person_090,positive,0.717485
D:\biztech\preprocessed_images\person_058\img_08.jpg,D:\biztech\preprocessed_images\person_323\img_01.jpg,0,person_058,person_323,negative,-0.109232
D:\biztech\preprocessed_images\person_168\img_01.jpg,D:\biztech\preprocessed_images\person_430\img_01.jpg,0,person_168,person_430,negative,-0.171590
D:\biztech\preprocessed_images\person_224\img_02.jpg,D:\biztech\preprocessed_images\person_224\img_04.jpg,1,person_224,person_224,positive,0.216956
D:\biztech\preprocessed_images\person_160\img_02.jpg,D:\biztech\preprocessed_images\person_471\img_03.jpg,0,person_160,person_471,negative,-0.097515
D:\biztech\preprocessed_images\person_559\img_01.jpg,D:\biztech\preprocessed_images\person_368\img_03.jpg,0,person_559,person_368,negative,-0.115287
D:\biztech\preprocessed_images\person_239\img_03.jpg,D:\biztech\preprocessed_images\person_033\img_05.jpg,0,person_239,person_033,negative,-0.014287
D:\biztech\preprocessed_images\person_301\img_05.jpg,D:\biztech\preprocessed_images\person_301\img_06.jpg,1,person_301,person_301,positive,0.881150
D:\biztech\preprocessed_images\person_297\img_04.jpg,D:\biztech\preprocessed_images\person_197\img_02.jpg,0,person_297,person_197,negative,-0.262201
D:\biztech\preprocessed_images\person_390\img_02.jpg,D:\biztech\preprocessed_images\person_045\img_19.jpg,0,person_390,person_045,negative,0.212820
D:\biztech\preprocessed_images\person_323\img_01.jpg,D:\biztech\preprocessed_images\person_406\img_04.jpg,0,person_323,person_406,negative,0.285392
D:\biztech\preprocessed_images\person_090\img_01.jpg,D:\biztech\preprocessed_images\person_090\img_13.jpg,1,person_090,person_090,positive,0.641958
D:\biztech\preprocessed_images\person_275\img_02.jpg,D:\biztech\preprocessed_images\person_275\img_06.jpg,1,person_275,person_275,positive,0.504283
D:\biztech\preprocessed_images\person_104\img_07.jpg,D:\biztech\preprocessed_images\person_104\img_09.jpg,1,person_104,person_104,positive,0.194528
D:\biztech\preprocessed_images\person_115\img_02.jpg,D:\biztech\preprocessed_images\person_115\img_06.jpg,1,person_115,person_115,positive,0.161977
D:\biztech\preprocessed_images\person_297\img_05.jpg,D:\biztech\preprocessed_images\person_058\img_14.jpg,0,person_297,person_058,negative,-0.155634
D:\biztech\preprocessed_images\person_389\img_05.jpg,D:\biztech\preprocessed_images\person_226\img_02.jpg,0,person_389,person_226,negative,0.139007
D:\biztech\preprocessed_images\person_221\img_01.jpg,D:\biztech\preprocessed_images\person_221\img_05.jpg,1,person_221,person_221,positive,0.478913
D:\biztech\preprocessed_images\person_229\img_01.jpg,D:\biztech\preprocessed_images\person_229\img_06.jpg,1,person_229,person_229,positive,0.596586
D:\biztech\preprocessed_images\person_074\img_09.jpg,D:\biztech\preprocessed_images\person_074\img_11.jpg,1,person_074,person_074,positive,0.748576
D:\biztech\preprocessed_images\person_026\img_15.jpg,D:\biztech\preprocessed_images\person_371\img_04.jpg,0,person_026,person_371,negative,0.115858
D:\biztech\preprocessed_images\person_147\img_05.jpg,D:\biztech\preprocessed_images\person_147\img_07.jpg,1,person_147,person_147,positive,0.667899
D:\biztech\preprocessed_images\person_239\img_05.jpg,D:\biztech\preprocessed_images\person_090\img_15.jpg,0,person_239,person_090,negative,0.100018
D:\biztech\preprocessed_images\person_105\img_05.jpg,D:\biztech\preprocessed_images\person_105\img_09.jpg,1,person_105,person_105,positive,0.489172
D:\biztech\preprocessed_images\person_007\img_11.jpg,D:\biztech\preprocessed_images\person_007\img_48.jpg,1,person_007,person_007,positive,0.660879
D:\biztech\preprocessed_images\person_128\img_07.jpg,D:\biztech\preprocessed_images\person_215\img_06.jpg,0,person_128,person_215,negative,-0.236019
D:\biztech\preprocessed_images\person_168\img_01.jpg,D:\biztech\preprocessed_images\person_168\img_02.jpg,1,person_168,person_168,positive,0.670371
D:\biztech\preprocessed_images\person_285\img_02.jpg,D:\biztech\preprocessed_images\person_128\img_08.jpg,0,person_285,person_128,negative,-0.243142
D:\biztech\preprocessed_images\person_090\img_02.jpg,D:\biztech\preprocessed_images\person_090\img_06.jpg,1,person_090,person_090,positive,0.710064
D:\biztech\preprocessed_images\person_605\img_03.jpg,D:\biztech\preprocessed_images\person_324\img_04.jpg,0,person_605,person_324,negative,-0.233421
D:\biztech\preprocessed_images\person_197\img_02.jpg,D:\biztech\preprocessed_images\person_197\img_08.jpg,1,person_197,person_197,positive,0.360865
D:\biztech\preprocessed_images\person_007\img_27.jpg,D:\biztech\preprocessed_images\person_007\img_33.jpg,1,person_007,person_007,positive,0.258572
D:\biztech\preprocessed_images\person_226\img_07.jpg,D:\biztech\preprocessed_images\person_047\img_22.jpg,0,person_226,person_047,negative,-0.169282
D:\biztech\preprocessed_images\person_239\img_06.jpg,D:\biztech\preprocessed_images\person_345\img_05.jpg,0,person_239,person_345,negative,0.023175
D:\biztech\preprocessed_images\person_068\img_03.jpg,D:\biztech\preprocessed_images\person_068\img_19.jpg,1,person_068,person_068,positive,0.188430
D:\biztech\preprocessed_images\person_068\img_15.jpg,D:\biztech\preprocessed_images\person_439\img_04.jpg,0,person_068,person_439,negative,0.375061
D:\biztech\preprocessed_images\person_251\img_05.jpg,D:\biztech\preprocessed_images\person_251\img_06.jpg,1,person_251,person_251,positive,0.850302
D:\biztech\preprocessed_images\person_072\img_15.jpg,D:\biztech\preprocessed_images\person_072\img_16.jpg,1,person_072,person_072,positive,0.570897
D:\biztech\preprocessed_images\person_353\img_02.jpg,D:\biztech\preprocessed_images\person_411\img_04.jpg,0,person_353,person_411,negative,0.147496
D:\biztech\preprocessed_images\person_074\img_13.jpg,D:\biztech\preprocessed_images\person_600\img_03.jpg,0,person_074,person_600,negative,-0.122507
D:\biztech\preprocessed_images\person_603\img_01.jpg,D:\biztech\preprocessed_images\person_603\img_02.jpg,1,person_603,person_603,positive,0.626542
D:\biztech\preprocessed_images\person_215\img_02.jpg,D:\biztech\preprocessed_images\person_374\img_03.jpg,0,person_215,person_374,negative,-0.280389
D:\biztech\preprocessed_images\person_045\img_11.jpg,D:\biztech\preprocessed_images\person_045\img_21.jpg,1,person_045,person_045,positive,0.779464
D:\biztech\preprocessed_images\person_225\img_05.jpg,D:\biztech\preprocessed_images\person_033\img_29.jpg,0,person_225,person_033,negative,0.106691
D:\biztech\preprocessed_images\person_251\img_06.jpg,D:\biztech\preprocessed_images\person_221\img_04.jpg,0,person_251,person_221,negative,-0.176380
D:\biztech\preprocessed_images\person_031\img_10.jpg,D:\biztech\preprocessed_images\person_031\img_25.jpg,1,person_031,person_031,positive,0.273871
D:\biztech\preprocessed_images\person_026\img_28.jpg,D:\biztech\preprocessed_images\person_026\img_31.jpg,1,person_026,person_026,positive,0.709258
D:\biztech\preprocessed_images\person_607\img_02.jpg,D:\biztech\preprocessed_images\person_439\img_04.jpg,0,person_607,person_439,negative,0.055526
D:\biztech\preprocessed_images\person_364\img_04.jpg,D:\biztech\preprocessed_images\person_430\img_02.jpg,0,person_364,person_430,negative,-0.355819
D:\biztech\preprocessed_images\person_512\img_02.jpg,D:\biztech\preprocessed_images\person_389\img_03.jpg,0,person_512,person_389,negative,-0.203578
D:\biztech\preprocessed_images\person_081\img_07.jpg,D:\biztech\preprocessed_images\person_081\img_11.jpg,1,person_081,person_081,positive,0.509257
D:\biztech\preprocessed_images\person_234\img_03.jpg,D:\biztech\preprocessed_images\person_115\img_09.jpg,0,person_234,person_115,negative,0.166520
D:\biztech\preprocessed_images\person_160\img_06.jpg,D:\biztech\preprocessed_images\person_160\img_08.jpg,1,person_160,person_160,positive,0.776162
D:\biztech\preprocessed_images\person_471\img_04.jpg,D:\biztech\preprocessed_images\person_028\img_17.jpg,0,person_471,person_028,negative,0.286915
D:\biztech\preprocessed_images\person_143\img_09.jpg,D:\biztech\preprocessed_images\person_576\img_04.jpg,0,person_143,person_576,negative,-0.196385
D:\biztech\preprocessed_images\person_271\img_01.jpg,D:\biztech\preprocessed_images\person_147\img_08.jpg,0,person_271,person_147,negative,0.214412
D:\biztech\preprocessed_images\person_518\img_03.jpg,D:\biztech\preprocessed_images\person_518\img_04.jpg,1,person_518,person_518,positive,0.902752
D:\biztech\preprocessed_images\person_074\img_12.jpg,D:\biztech\preprocessed_images\person_074\img_18.jpg,1,person_074,person_074,positive,0.856000
D:\biztech\preprocessed_images\person_058\img_01.jpg,D:\biztech\preprocessed_images\person_058\img_20.jpg,1,person_058,person_058,positive,0.496747
D:\biztech\preprocessed_images\person_559\img_04.jpg,D:\biztech\preprocessed_images\person_596\img_01.jpg,0,person_559,person_596,negative,0.057259
D:\biztech\preprocessed_images\person_368\img_04.jpg,D:\biztech\preprocessed_images\person_333\img_01.jpg,0,person_368,person_333,negative,0.137703
D:\biztech\preprocessed_images\person_272\img_01.jpg,D:\biztech\preprocessed_images\person_272\img_06.jpg,1,person_272,person_272,positive,0.801345
D:\biztech\preprocessed_images\person_470\img_01.jpg,D:\biztech\preprocessed_images\person_168\img_03.jpg,0,person_470,person_168,negative,-0.030736
D:\biztech\preprocessed_images\person_234\img_06.jpg,D:\biztech\preprocessed_images\person_596\img_01.jpg,0,person_234,person_596,negative,-0.092417
D:\biztech\preprocessed_images\person_282\img_04.jpg,D:\biztech\preprocessed_images\person_096\img_12.jpg,0,person_282,person_096,negative,-0.028387
D:\biztech\preprocessed_images\person_596\img_02.jpg,D:\biztech\preprocessed_images\person_277\img_03.jpg,0,person_596,person_277,negative,0.099105
D:\biztech\preprocessed_images\person_164\img_01.jpg,D:\biztech\preprocessed_images\person_164\img_04.jpg,1,person_164,person_164,positive,0.523124
D:\biztech\preprocessed_images\person_225\img_02.jpg,D:\biztech\preprocessed_images\person_605\img_03.jpg,0,person_225,person_605,negative,0.400963
D:\biztech\preprocessed_images\person_104\img_07.jpg,D:\biztech\preprocessed_images\person_604\img_01.jpg,0,person_104,person_604,negative,0.379057
D:\biztech\preprocessed_images\person_364\img_01.jpg,D:\biztech\preprocessed_images\person_364\img_05.jpg,1,person_364,person_364,positive,0.419124
D:\biztech\preprocessed_images\person_045\img_18.jpg,D:\biztech\preprocessed_images\person_603\img_01.jpg,0,person_045,person_603,negative,-0.063112
D:\biztech\preprocessed_images\person_277\img_03.jpg,D:\biztech\preprocessed_images\person_277\img_06.jpg,1,person_277,person_277,positive,0.451913
D:\biztech\preprocessed_images\person_031\img_02.jpg,D:\biztech\preprocessed_images\person_031\img_27.jpg,1,person_031,person_031,positive,-0.185536
D:\biztech\preprocessed_images\person_603\img_03.jpg,D:\biztech\preprocessed_images\person_275\img_03.jpg,0,person_603,person_275,negative,-0.256862
D:\biztech\preprocessed_images\person_229\img_04.jpg,D:\biztech\preprocessed_images\person_345\img_02.jpg,0,person_229,person_345,negative,-0.128883
D:\biztech\preprocessed_images\person_167\img_05.jpg,D:\biztech\preprocessed_images\person_045\img_24.jpg,0,person_167,person_045,negative,-0.176539
D:\biztech\preprocessed_images\person_474\img_01.jpg,D:\biztech\preprocessed_images\person_095\img_03.jpg,0,person_474,person_095,negative,-0.045679
D:\biztech\preprocessed_images\person_033\img_03.jpg,D:\biztech\preprocessed_images\person_033\img_28.jpg,1,person_033,person_033,positive,0.367592
D:\biztech\preprocessed_images\person_033\img_13.jpg,D:\biztech\preprocessed_images\person_033\img_21.jpg,1,person_033,person_033,positive,0.279008
D:\biztech\preprocessed_images\person_028\img_17.jpg,D:\biztech\preprocessed_images\person_028\img_30.jpg,1,person_028,person_028,positive,0.794530
D:\biztech\preprocessed_images\person_028\img_15.jpg,D:\biztech\preprocessed_images\person_028\img_18.jpg,1,person_028,person_028,positive,0.789664
D:\biztech\preprocessed_images\person_301\img_06.jpg,D:\biztech\preprocessed_images\person_604\img_03.jpg,0,person_301,person_604,negative,0.519534
D:\biztech\preprocessed_images\person_058\img_02.jpg,D:\biztech\preprocessed_images\person_058\img_18.jpg,1,person_058,person_058,positive,0.245048
D:\biztech\preprocessed_images\person_143\img_07.jpg,D:\biztech\preprocessed_images\person_143\img_10.jpg,1,person_143,person_143,positive,0.669854
D:\biztech\preprocessed_images\person_204\img_06.jpg,D:\biztech\preprocessed_images\person_204\img_07.jpg,1,person_204,person_204,positive,0.915009
D:\biztech\preprocessed_images\person_074\img_03.jpg,D:\biztech\preprocessed_images\person_074\img_10.jpg,1,person_074,person_074,positive,0.811203
D:\biztech\preprocessed_images\person_368\img_04.jpg,D:\biztech\preprocessed_images\person_368\img_05.jpg,1,person_368,person_368,positive,0.702751
D:\biztech\preprocessed_images\person_603\img_04.jpg,D:\biztech\preprocessed_images\person_368\img_01.jpg,0,person_603,person_368,negative,0.126204
D:\biztech\preprocessed_images\person_033\img_15.jpg,D:\biztech\preprocessed_images\person_033\img_19.jpg,1,person_033,person_033,positive,0.281076
D:\biztech\preprocessed_images\person_167\img_05.jpg,D:\biztech\preprocessed_images\person_167\img_06.jpg,1,person_167,person_167,positive,0.482104
D:\biztech\preprocessed_images\person_047\img_03.jpg,D:\biztech\preprocessed_images\person_047\img_22.jpg,1,person_047,person_047,positive,0.665796
D:\biztech\preprocessed_images\person_176\img_02.jpg,D:\biztech\preprocessed_images\person_559\img_02.jpg,0,person_176,person_559,negative,-0.055494
D:\biztech\preprocessed_images\person_285\img_05.jpg,D:\biztech\preprocessed_images\person_324\img_01.jpg,0,person_285,person_324,negative,0.447941
D:\biztech\preprocessed_images\person_371\img_05.jpg,D:\biztech\preprocessed_images\person_215\img_01.jpg,0,person_371,person_215,negative,-0.229630
D:\biztech\preprocessed_images\person_090\img_05.jpg,D:\biztech\preprocessed_images\person_090\img_08.jpg,1,person_090,person_090,positive,0.797972
D:\biztech\preprocessed_images\person_272\img_02.jpg,D:\biztech\preprocessed_images\person_324\img_04.jpg,0,person_272,person_324,negative,0.231366
D:\biztech\preprocessed_images\person_143\img_03.jpg,D:\biztech\preprocessed_images\person_297\img_05.jpg,0,person_143,person_297,negative,-0.250318
D:\biztech\preprocessed_images\person_215\img_04.jpg,D:\biztech\preprocessed_images\person_215\img_06.jpg,1,person_215,person_215,positive,0.871972
D:\biztech\preprocessed_images\person_095\img_04.jpg,D:\biztech\preprocessed_images\person_095\img_11.jpg,1,person_095,person_095,positive,0.377727
D:\biztech\preprocessed_images\person_147\img_03.jpg,D:\biztech\preprocessed_images\person_147\img_07.jpg,1,person_147,person_147,positive,0.593420
D:\biztech\preprocessed_images\person_197\img_03.jpg,D:\biztech\preprocessed_images\person_301\img_03.jpg,0,person_197,person_301,negative,0.144959
D:\biztech\preprocessed_images\person_164\img_02.jpg,D:\biztech\preprocessed_images\person_164\img_04.jpg,1,person_164,person_164,positive,0.144142
D:\biztech\preprocessed_images\person_143\img_09.jpg,D:\biztech\preprocessed_images\person_143\img_10.jpg,1,person_143,person_143,positive,0.646933
D:\biztech\preprocessed_images\person_033\img_15.jpg,D:\biztech\preprocessed_images\person_033\img_27.jpg,1,person_033,person_033,positive,0.329706
D:\biztech\preprocessed_images\person_229\img_03.jpg,D:\biztech\preprocessed_images\person_380\img_02.jpg,0,person_229,person_380,negative,0.230528
